Geo_GEOID,SE_T004_001,SE_T017_001
14000US41045970200,4835,1740
14000US41045970300,4333,1749
14000US41045970400,4519,1794
14000US41045970500,4956,1654
14000US41045970600,4077,1550
14000US41045970700,1812,672
14000US41045970900,5942,1135
14000US41047000200,3297,1240
14000US41047000300,4755,1815
14000US41047000400,5263,1769
14000US41047000501,3640,1157
14000US41047000502,5224,1696
14000US41047000600,4936,2106
14000US41047000701,8710,1990
14000US41047000900,6868,2208
14000US41047001000,4148,1525
14000US41047001100,4394,1986
14000US41047001200,3663,1671
14000US41047001300,4079,2000
14000US41047001401,6485,2391
14000US41047001402,5567,2136
14000US41047001501,4680,1779
14000US41047001502,5327,1754
14000US41047001503,4566,1759
14000US41047001601,7680,2531
14000US41047001602,9858,3246
14000US41047001603,6979,2200
14000US41047001604,8299,2644
14000US41047001701,6674,2466
14000US41047001702,5431,1593
14000US41047001703,4461,1552
14000US41047001801,6108,2321
14000US41047001802,8671,2512
14000US41047001803,5132,1171
14000US41047002000,10437,4051
14000US41047002101,2169,1094
14000US41047002102,6420,2558
14000US41047002201,2001,820
14000US41047002202,6530,2428
14000US41047002301,3307,1246
14000US41047002303,7285,2829
14000US41047002304,5758,2376
14000US41047002400,3547,1446
14000US41047002501,9347,3446
14000US41047002502,5421,1956
14000US41047002600,2002,673
14000US41047002700,8699,3271
14000US41047002800,4064,1532
14000US41047010100,1467,460
14000US41047010201,2587,998
14000US41047010202,7640,2661
14000US41047010303,5013,1350
14000US41047010304,6372,1657
14000US41047010305,4471,1158
14000US41047010306,9455,2790
14000US41047010307,5812,2625
14000US41047010400,4817,1578
14000US41047010501,5763,1993
14000US41047010502,6737,2396
14000US41047010503,3759,1409
14000US41047010600,2065,992
14000US41047010701,8038,2924
14000US41047010702,6768,2571
14000US41047010801,6450,2361
14000US41047010802,7431,2329
14000US41049970100,8262,2719
14000US41049970200,2945,1129
14000US41051000100,6293,2840
14000US41051000200,6615,3069
14000US41051000301,5431,2091
14000US41051000302,7165,2728
14000US41051000401,3853,1515
14000US41051000402,3313,1360
14000US41051000501,4004,1625
14000US41051000502,4924,1935
14000US41051000601,5477,1931
14000US41051000602,5991,1941
14000US41051000701,4755,1980
14000US41051000702,4953,2044
14000US41051000801,4524,2033
14000US41051000802,4771,2147
14000US41051000901,4172,1846
14000US41051000902,4385,1985
14000US41051001000,5896,2558
14000US41051001101,2106,1361
14000US41051001102,1640,667
14000US41051001201,5131,2556
14000US41051001202,3521,1540
14000US41051001301,3950,1819
14000US41051001302,3240,1284
14000US41051001400,5420,2381
14000US41051001500,3441,1379
14000US41051001601,5787,2521
14000US41051001602,4589,1724
14000US41051001701,7438,2896
14000US41051001702,4463,1563
14000US41051001801,4440,2078
14000US41051001802,3603,1682
14000US41051001900,4895,1925
14000US41051002000,6306,3216
14000US41051002100,2291,1260
14000US41051002203,3555,1648
14000US41051002303,2209,1336
14000US41051002401,2821,1143
14000US41051002402,3455,2071
14000US41051002501,4699,1764
14000US41051002502,4398,2051
14000US41051002600,2899,1089
14000US41051002701,3424,1234
14000US41051002702,2951,1544
14000US41051002801,3007,1244
14000US41051002802,3149,1342
14000US41051002901,4339,1996
14000US41051002902,5257,2431
14000US41051002903,5779,2103
14000US41051003000,4936,1960
14000US41051003100,4980,1941
14000US41051003200,3979,1641
14000US41051003301,3375,1221
14000US41051003302,3012,1195
14000US41051003401,3690,1473
14000US41051003402,3708,1573
14000US41051003501,3642,1595
14000US41051003502,2285,901
14000US41051003601,4730,1931
14000US41051003602,6971,2346
14000US41051003603,1593,649
14000US41051003701,4042,1710
14000US41051003702,2733,1019
14000US41051003801,2944,1309
14000US41051003802,3475,1370
14000US41051003803,4362,1683
14000US41051003901,7677,2855
14000US41051003902,3382,1285
14000US41051004001,8333,2710
14000US41051004002,6387,1628
14000US41051004101,7338,2797
14000US41051004102,5175,2130
14000US41051004200,3438,1658
14000US41051004300,1062,471
14000US41051004500,2148,1123
14000US41051004601,3195,1576
14000US41051004602,2046,871
14000US41051004700,4782,2608
14000US41051004800,2959,2069
14000US41051004900,3534,2589
14000US41051005000,2929,1926
14000US41051005100,7444,4986
14000US41051005200,4505,3094
14000US41051005500,2759,1676
14000US41051005600,5509,2516
14000US41051005700,4072,2397
14000US41051005800,5004,2373
14000US41051005900,7728,4351
14000US41051006001,1498,748
14000US41051006002,2325,968
14000US41051006100,2215,961
14000US41051006200,3250,1337
14000US41051006300,5164,1576
14000US41051006402,5687,2065
14000US41051006403,3974,1710
14000US41051006404,3412,1655
14000US41051006501,6139,2391
14000US41051006502,4445,2104
14000US41051006601,2500,1075
14000US41051006602,5534,2403
14000US41051006701,3424,1352
14000US41051006702,3259,1405
14000US41051006801,2495,1071
14000US41051006802,3402,1450
14000US41051006900,2913,1108
14000US41051007000,8427,3206
14000US41051007100,2543,1105
14000US41051007201,1991,1222
14000US41051007202,3216,1217
14000US41051007300,1506,201
14000US41051007400,3995,1356
14000US41051007500,5571,1887
14000US41051007600,3458,1272
14000US41051007700,2316,828
14000US41051007800,1958,743
14000US41051007900,4331,1777
14000US41051008001,3228,1353
14000US41051008002,3194,1169
14000US41051008100,7544,3008
14000US41051008201,3032,1339
14000US41051008202,9312,3206
14000US41051008301,4431,1674
14000US41051008302,4487,1514
14000US41051008400,4595,1623
14000US41051008500,4457,1462
14000US41051008600,4150,1567
14000US41051008700,4829,1756
14000US41051008800,4503,1606
14000US41051008901,9385,3123
14000US41051008902,3797,1388
14000US41051009000,10809,3173
14000US41051009101,5690,1989
14000US41051009102,6580,2193
14000US41051009201,8268,2740
14000US41051009202,5131,1682
14000US41051009301,6846,2153
14000US41051009302,4609,1686
14000US41051009400,7269,2935
14000US41051009501,4976,1918
14000US41051009502,4065,1580
14000US41051009603,3683,1145
14000US41051009604,5386,1870
14000US41051009605,5341,2100
14000US41051009606,5685,1875
14000US41051009701,5857,2001
14000US41051009702,8583,2577
14000US41051009801,4787,1397
14000US41051009803,7957,2620
14000US41051009804,3314,1134
14000US41051009903,6270,2099
14000US41051009904,3953,1384
14000US41051009905,3261,1211
14000US41051009906,3233,1282
14000US41051009907,4927,1800
14000US41051010001,5315,2458
14000US41051010002,5708,1960
14000US41051010100,9090,3682
14000US41051010200,6213,2420
14000US41051010303,5521,2162
14000US41051010304,4456,1457
14000US41051010305,4316,1552
14000US41051010306,4998,1673
14000US41051010402,6566,2201
14000US41051010405,6017,2274
14000US41051010407,5744,1863
14000US41051010408,6098,2100
14000US41051010409,8511,2794
14000US41051010410,4764,1741
14000US41051010411,3098,1269
14000US41051010500,3886,1444
14000US41051010600,2932,1924
14000US41051980000,0,0
14000US41053005100,2420,843
14000US41053005201,8805,3192
14000US41053005202,10313,3787
14000US41053005300,9371,3612
14000US41053020202,6053,2540
14000US41053020203,3065,1055
14000US41053020204,5092,1696
14000US41053020302,9539,3412
14000US41053020303,4656,1366
14000US41053020304,6835,2638
14000US41053020400,6060,2243
14000US41053020500,6261,2341
14000US41055950100,1705,804
14000US41057960100,3228,1486
14000US41057960200,2335,1063
14000US41057960300,2788,1039
14000US41057960400,7838,2746
14000US41057960500,2206,833
14000US41057960600,2376,970
14000US41057960700,2524,956
14000US41057960800,2257,1061
14000US41057990100,0,0
14000US41059940000,2782,989
14000US41059950100,3945,1623
14000US41059950200,7747,2712
14000US41059950300,2865,1069
14000US41059950400,6239,1804
14000US41059950500,4558,1805
14000US41059950600,6164,2490
14000US41059950700,2326,887
14000US41059950800,8176,1970
14000US41059950900,4010,1463
14000US41059951000,6155,2300
14000US41059951100,5910,2106
14000US41059951200,9471,3132
14000US41059951300,4082,1443
14000US41059951400,2152,876
14000US41061970100,2928,1233
14000US41061970200,3360,1231
14000US41061970300,2497,893
14000US41061970400,2836,1169
14000US41061970500,3414,1302
14000US41061970600,3921,1531
14000US41061970700,3100,1205
14000US41061970800,3702,1555
14000US41063960100,1806,847
14000US41063960200,1867,776
14000US41063960300,3163,1416
14000US41065970100,4208,1614
14000US41065970200,2870,1138
14000US41065970300,3031,1132
14000US41065970400,3243,1286
14000US41065970500,3418,1325
14000US41065970600,2640,1000
14000US41065970700,1683,607
14000US41065970800,4564,1781
14000US41067030101,7977,3755
14000US41067030102,6392,2704
14000US41067030200,6689,2753
14000US41067030300,4607,1913
14000US41067030401,4669,2203
14000US41067030402,4809,2207
14000US41067030501,4991,2137
14000US41067030502,4067,1702
14000US41067030600,5623,2319
14000US41067030700,1420,680
14000US41067030801,6626,2799
14000US41067030803,4932,2595
14000US41067030805,3582,1719
14000US41067030806,2772,974
14000US41067030900,5218,2034
14000US41067031003,7713,2928
14000US41067031004,7202,2989
14000US41067031005,5348,2088
14000US41067031006,6579,2747
14000US41067031100,2601,1086
14000US41067031200,8093,3049
14000US41067031300,7532,3111
14000US41067031402,3083,1152
14000US41067031403,4965,1867
14000US41067031404,4949,2088
14000US41067031504,6314,2554
14000US41067031506,3876,1526
14000US41067031507,5732,2192
14000US41067031508,7913,2725
14000US41067031509,4008,1448
14000US41067031511,3102,1058
14000US41067031512,7802,2710
14000US41067031513,12542,4019
14000US41067031514,6685,2619
14000US41067031606,7066,2113
14000US41067031609,10525,4552
14000US41067031610,8308,3062
14000US41067031611,7673,2895
14000US41067031612,3944,1242
14000US41067031613,7235,2793
14000US41067031614,5509,1767
14000US41067031615,5430,1718
14000US41067031616,3426,1762
14000US41067031617,4829,2444
14000US41067031703,5255,1664
14000US41067031704,9071,2979
14000US41067031705,5425,1831
14000US41067031706,5697,1916
14000US41067031804,6128,2107
14000US41067031805,7392,2352
14000US41067031806,5843,1941
14000US41067031807,3621,1606
14000US41067031812,5678,2534
14000US41067031813,5808,2213
14000US41067031814,3943,1277
14000US41067031815,7025,2604
14000US41067031904,3116,1109
14000US41067031907,6386,3157
14000US41067031908,7494,2555
14000US41067031909,5134,1655
14000US41067031910,8973,3152
14000US41067031911,5278,2078
14000US41067031912,4631,1588
14000US41067032001,4943,2173
14000US41067032003,3901,1832
14000US41067032004,2169,854
14000US41067032005,4425,1817
14000US41067032103,10903,3838
14000US41067032104,4796,1581
14000US41067032107,2248,797
14000US41067032108,4234,1539
14000US41067032109,3177,1043
14000US41067032110,3711,868
14000US41067032200,7644,2766
14000US41067032300,5787,1781
14000US41067032404,6718,2531
14000US41067032406,8578,2903
14000US41067032407,5832,1904
14000US41067032408,7326,2531
14000US41067032409,5566,1569
14000US41067032410,4499,1348
14000US41067032501,3648,931
14000US41067032502,2881,1066
14000US41067032503,3923,1323
14000US41067032603,7138,2460
14000US41067032604,6393,2217
14000US41067032606,7034,2203
14000US41067032607,4041,2270
14000US41067032608,2435,960
14000US41067032609,2435,900
14000US41067032610,3403,963
14000US41067032700,4807,1793
14000US41067032800,1208,424
14000US41067032901,6138,1820
14000US41067032902,7700,2130
14000US41067033000,5473,1956
14000US41067033101,3079,1103
14000US41067033102,3255,1101
14000US41067033200,7026,2273
14000US41067033301,5702,1945
14000US41067033302,5266,1753
14000US41067033400,2285,792
14000US41067033500,3968,1321
14000US41067033600,2137,814
14000US41069960100,1369,696
14000US41071030101,6025,2168
14000US41071030102,7071,2754
14000US41071030201,6758,2064
14000US41071030202,6436,2100
14000US41071030301,10044,3164
14000US41071030302,2047,785
14000US41071030400,8038,2804
14000US41071030501,6308,1756
14000US41071030502,4782,1757
14000US41071030601,3548,1264
14000US41071030602,6445,2191
14000US41071030701,7725,3174
14000US41071030702,7782,2892
14000US41071030801,5090,2071
14000US41071030802,5221,1223
14000US41071030900,4796,1478
14000US41071031000,4101,1357
14000US42001030101,2587,943
14000US42001030102,5813,2150
14000US42001030200,5309,1937
14000US42001030300,4229,1449
14000US42001030400,5857,2312
14000US42001030500,3779,1447
14000US42001030600,4932,1718
14000US42001030700,6457,2429
14000US42001030800,7168,2791
14000US42001030900,7808,2834
14000US42001031000,1892,682
14000US42001031101,4959,2152
14000US42001031102,3350,1335
14000US42001031201,3681,1536
14000US42001031202,2708,1007
14000US42001031203,3157,1155
14000US42001031300,4449,1850
14000US42001031401,4192,1586
14000US42001031402,2018,868
14000US42001031501,3445,527
14000US42001031502,4198,1782
14000US42001031600,7105,2692
14000US42001031700,2666,1087
14000US42003010300,6491,281
14000US42003020100,4212,2042
14000US42003020300,821,553
14000US42003030500,2292,1117
14000US42003040200,1609,611
14000US42003040400,1977,1184
14000US42003040500,3724,1085
14000US42003040600,1938,865
14000US42003040900,3007,1223
14000US42003050100,2087,966
14000US42003050600,1772,889
14000US42003050900,1367,741
14000US42003051000,2163,719
14000US42003051100,187,118
14000US42003060300,2533,1267
14000US42003060500,1299,718
14000US42003070300,2024,1048
14000US42003070500,3161,1771
14000US42003070600,1978,1233
14000US42003070800,1851,1029
14000US42003070900,4594,2525
14000US42003080200,1640,902
14000US42003080400,1469,783
14000US42003080600,2098,1062
14000US42003080700,1927,1125
14000US42003080900,1788,984
14000US42003090100,1858,969
14000US42003090200,2789,1328
14000US42003090300,1680,848
14000US42003100500,2145,907
14000US42003101100,2536,1248
14000US42003101400,3299,1526
14000US42003101600,1071,372
14000US42003101700,1405,623
14000US42003101800,2539,1154
14000US42003110200,4326,1967
14000US42003110600,2559,1085
14000US42003111300,2698,1263
14000US42003111400,1388,619
14000US42003111500,3000,1684
14000US42003120300,1661,700
14000US42003120400,694,338
14000US42003120700,863,412
14000US42003120800,758,227
14000US42003130100,1757,726
14000US42003130200,1518,479
14000US42003130300,1413,686
14000US42003130400,1069,447
14000US42003130600,2804,1339
14000US42003140100,5367,901
14000US42003140200,2481,1028
14000US42003140300,3629,1453
14000US42003140400,2355,985
14000US42003140500,1887,1032
14000US42003140600,3204,1425
14000US42003140800,4651,1943
14000US42003141000,1059,481
14000US42003141100,1321,595
14000US42003141300,5399,2457
14000US42003141400,5690,2648
14000US42003151600,2702,1112
14000US42003151700,5257,2351
14000US42003160800,2927,1230
14000US42003160900,3284,1651
14000US42003170200,3506,1868
14000US42003170600,1729,847
14000US42003180300,2293,969
14000US42003180700,2200,1001
14000US42003190300,1857,1027
14000US42003191100,2581,1205
14000US42003191400,2736,1454
14000US42003191500,1885,946
14000US42003191600,4378,1871
14000US42003191700,3732,1528
14000US42003191800,5278,2282
14000US42003191900,1904,926
14000US42003192000,3785,1596
14000US42003202200,2923,1150
14000US42003202300,3876,1893
14000US42003210700,2072,1061
14000US42003220600,1636,965
14000US42003240600,2222,1159
14000US42003241200,823,395
14000US42003250300,1320,592
14000US42003250700,712,324
14000US42003250900,1149,595
14000US42003260200,2072,901
14000US42003260700,1696,702
14000US42003260900,1440,510
14000US42003261200,1129,494
14000US42003261400,1903,884
14000US42003261500,1478,759
14000US42003262000,2579,1173
14000US42003270100,2451,1004
14000US42003270300,2002,875
14000US42003270400,996,458
14000US42003270800,2506,1159
14000US42003271500,2705,1028
14000US42003281400,2546,1017
14000US42003281500,1381,626
14000US42003290100,2066,916
14000US42003290200,3903,1673
14000US42003290400,3969,1781
14000US42003300100,4210,1483
14000US42003310200,3588,1439
14000US42003310300,986,385
14000US42003320400,2114,862
14000US42003320600,2188,991
14000US42003320700,1436,677
14000US42003401100,4669,1992
14000US42003401200,2967,1356
